(aaltoan01,Antti,Aalto)
(richaha01,Harvey,Richardson)
(richahe01,Henri,Richard)
(richaja01,Jacques,Richard)
(richaje01,Jean-Marc,Richard)
(richake01,Ken,Richardson)
(richalu01,Luke,Richardson)
(richama01,Maurice,Richard)
(richami01,Mike,Richard)
(richami02,Mike,Richards)
(richast01,Steve,Richardson)
(richate01,Terry,Richardson)
(richato01,Todd,Richards)
(richatr01,Travis,Richards)
(richebo01,Bob,Richer)
(richest01,Stephane,Richer)
(richest02,Stephane,Richer)
(richmda01,Danny,Richmond)
(richmst01,Steve,Richmond)
(richtba01,Barry,Richter)
(richtda01,Dave,Richter)
(richtmi01,Mike,Richter)
(richtpa01,Pavel,Richter)
(rickero01,Roy,Rickey)
(ridlecu01,Curt,Ridley)
(ridlemi01,Mike,Ridley)
(ridpabr01,Bruce,Ridpath)
(riendvi01,Vincent,Riendeau)
(riesemi01,Michel,Riesen)
(riggide01,Dennis,Riggin)
(riggipa01,Pat,Riggin)
(riihihe01,Heikki,Riihiranta)
(rileybi01,Bill,Riley)
(rileyja01,Jack,Riley)
(rileyji01,Jim,Riley)
(rileyro01,Ron,Riley)
(rinalza01,Zac,Rinaldo)
(ringbo01,Bob,Ring)
(rinnejo01,Jouni,Rinne)
(rinnepe01,Pekka,Rinne)
(rioperi01,Rip,Riopelle)
(riouxge01,Gerry,Rioux)
(riouxpi01,Pierre,Rioux)
(riplevi01,Vic,Ripley)
(risebdo01,Doug,Risebrough)
(risslga01,Gary,Rissling)
(rissmpa01,Pat,Rissmiller)
(ritaja01,Jani,Rita)
(ritchbo01,Bob,Ritchie)
(ritchby01,Byron,Ritchie)
(ritchda01,Dave,Ritchie)
(ritolma01,Mattias,Ritola)
(ritsoal01,Alex,Ritson)
(rittial01,Alan,Rittinger)
(rivarbo01,Bob,Rivard)
(rivarfe01,Fern,Rivard)
(rivarpa01,Paul,Rivard)
(rivergu01,Gus,Rivers)
(riverja01,Jamie,Rivers)
(riversh01,Shawn,Rivers)
(riverwa01,Wayne,Rivers)
(rivetcr01,Craig,Rivet)
(rizzuga01,Garth,Rizzuto)
(roachan01,Andy,Roach)
(roachjo01,John Ross,Roach)
(roachmi01,Mickey,Roach)
(robakco01,Colby,Robak)
(roberbe01,Bert,Robertsson)
(robercl01,Claude,Robert)
(roberda01,David,Roberts)
(roberdo01,Doug,Roberts)
(roberea01,Earl,Robertson)
(roberfr01,Fred,Robertson)
(roberga01,Gary,Roberts)
(roberge01,George,Robertson)
(roberge02,Geordie,Robertson)
(robergo01,Gordie,Roberts)
(robergo02,Gord,Roberts)
(roberji01,Jimmy,Roberts)
(roberji02,Jim,Roberts)
(roberjo01,Joe,Robertson)
(roberma01,Mario,Roberge)
(robermo01,Moe,Roberts)
(roberph01,Phil,Roberto)
(roberre01,Rene,Robert)
(roberse01,Serge,Roberge)
(roberto01,Torrie,Robertson)
(robidfl01,Florent,Robidoux)
(robidst01,Stephane,Robidas)
(robindo01,Doug,Robinson)
(robinea01,Earl,Robinson)
(robinla01,Larry,Robinson)
(robinmo01,Moe,Robinson)
(robinna01,Nathan,Robinson)
(robinro01,Rob,Robinson)
(robinsc01,Scott,Robinson)
(robitlo01,Louis,Robitaille)
(robitlu01,Luc,Robitaille)
(robitmi01,Mike,Robitaille)
(robitra01,Randy,Robitaille)
(rocheda01,Dave,Rochefort)
(rocheda02,Dave,Roche)
(rochede01,Des,Roche)
(rocheea01,Earl,Roche)
(rocheer01,Ernie,Roche)
(rochele01,Leon,Rochefort)
(rocheno01,Normand,Rochefort)
(rochetr01,Travis,Roche)
(rochofr01,Frank,Rochon)
(rochoge01,George,Rochon)
(rochoh01,H,Rochon)
(rochoj01,J,Rochon)
(rockbha01,Harvey,Rockburn)
(roddeed01,Eddie,Rodden)
(rodgema01,Marc,Rodgers)
(rodnebr01,Bryan,Rodney)
(roenije01,Jeremy,Roenick)
(roestst01,Stacy,Roest)
(rogerjo01,John,Rogers)
(rogermi01,Mike,Rogers)
(rohaclu01,Lubomir,Rohacik)
(rohlije01,Jeff,Rohlicek)
(rohlile01,Leif,Rohlin)
(rohlojo01,Jon,Rohloff)
(rohloto01,Todd,Rohloff)
(rolfeda01,Dale,Rolfe)
(rollial01,Al,Rollins)
(rollije01,Jerry,Rollins)
(rolosdw01,Dwayne,Roloson)
(rolstbr01,Brian,Rolston)
(romanla01,Larry,Romanchych)
(romanro01,Roberto,Romano)
(romanru01,Russell,Romaniuk)
(romasig01,Igor,Romashin)
(rombodo01,Doug,Rombough)
(rombolo01,Lorne,Rombough)
(romeaa01,Aaron,Rome)
(rominda01,Dale,Rominski)
(romnedo01,Doc,Romnes)
(ronaned01,Ed,Ronan)
(ronansk01,Skene,Ronan)
(ronnicl01,Cliff,Ronning)
(ronnqjo01,Jonas,Ronnqvist)
(ronsole01,Len,Ronson)
(rontypa01,Paul,Ronty)
(roonest01,Steve,Rooney)
(roonewa01,Walter,Rooney)
(rootbi01,Bill,Root)
(rosapa01,Pavel,Rosa)
(rosatmi01,Mike,Rosati)
(rosehja01,Jay,Rosehill)
(roselbo01,Bob,Roselle)
(roselo01,Lorne,Rose)
(rossar01,Art,Ross)
(rossiky01,Kyle,Rossiter)
(rossiro01,Roly,Rossignol)
(rossja01,Jared,Ross)
(rossji01,Jim,Ross)
(rotada01,Darcy,Rota)
(rotara01,Randy,Rota)
(rothssa01,Sam,Rothschild)
(roulemi01,Michel,Rouleau)
(roulsro01,Rolly,Roulston)
(roulsto01,Tom,Roulston)
(roupema01,Magnus,Roupe)
(rourkal01,Allan,Rourke)
(rousebo01,Bob,Rouse)
(roussbo01,Bobby,Rousseau)
(roussdo01,Dominic,Roussel)
(roussdu01,Dunc,Rousseau)
(roussgu01,Guy,Rousseau)
(roussro01,Roland,Rousseau)
(routhje01,Jean-Marc,Routhier)
(rowebo01,Bobby,Rowe)
(rowemi01,Mike,Rowe)
(rowero01,Ron,Rowe)
(roweto01,Tom,Rowe)
(roy01,,Roy)
(royan01,Andre,Roy)
(royde01,Derek,Roy)
(royerga01,Gaetan,Royer)
(royerre01,Remi,Royer)
(royje01,Jean-Yves,Roy)
(royma01,Mathieu,Roy)
(roypa01,Patrick,Roy)
(roypi01,Pierre,Roy)
(royst01,Stephane,Roy)
(rozsimi01,Michal,Rozsival)
(rozzigi01,Gino,Rozzini)
(rucchst01,Steve,Rucchin)
(rucinma01,Martin,Rucinsky)
(rucinmi01,Mike,Rucinski)
(rucinmi02,Mike,Rucinski)
(rudkoco01,Cody,Rudkowsky)
(ruellbe01,Bernie,Ruelle)
(ruffja01,Jason,Ruff)
(ruffli01,Lindy,Ruff)
(ruhnkke01,Kent,Ruhnke)
(rumblda01,Darren,Rumble)
(rundbda01,David,Rundblad)
(rundqth01,Thomas,Rundqvist)
(rungepa01,Paul,Runge)
(ruotsre01,Reijo,Ruotsalainen)
(ruppdu01,Duane,Rupp)
(ruppmi01,Mike,Rupp)
(rupppa01,Pat,Rupp)
(ruskote01,Terry,Ruskowski)
(russebo01,Bob,Russell)
(russeca01,Cam,Russell)
(russech01,Church,Russell)
(russeer01,Ernie,Russell)
(russekr01,Kris,Russell)
(russeph01,Phil,Russell)
(russery01,Ryan,Russell)
(rutheji01,Jim,Rutherford)
(rutlewa01,Wayne,Rutledge)
(ruuttch01,Christian,Ruuttu)
(ruutuja01,Jarkko,Ruutu)
(ruututu01,Tuomo,Ruutu)
(ruzicst01,Stefan,Ruzicka)
(ruzicvl01,Vladimir,Ruzicka)
(ryanbo01,Bobby,Ryan)
(ryanma01,Matt,Ryan)
(ryanmi01,Michael,Ryan)
(ryanpr01,Prestin,Ryan)
(ryante01,Terry,Ryan)
(ryante02,Terry,Ryan)
(rychewa01,Warren,Rychel)
(rycroal01,Al,Rycroft)
(rycroma01,Mark,Rycroft)
(rydermi01,Michael,Ryder)
(rydmabl01,Blaine,Rydman)
(rymshan01,Andy,Rymsha)
(rynnaju01,Jussi,Rynnas)
(rypieri01,Rick,Rypien)
(ryznaja01,Jason,Ryznar)
(saadbr01,Brandon,Saad)
(saariol01,Olli,Saarinen)
(saarisi01,Simo,Saarinen)
(sabolsh01,Shaun,Sabol)
(saboubo01,Bob,Sabourin)
(sabouda01,Dany,Sabourin)
(sabouga01,Gary,Sabourin)
(sabouke01,Ken,Sabourin)
(sabouos01,Oscar,Sabourin)
(saccoda01,David,Sacco)
(saccojo01,Joe,Sacco)
(sachala01,Larry,Sacharuk)
(safroki01,Kirill,Safronov)
(saganro01,Rocky,Saganiuk)
(sakicjo01,Joe,Sakic)
(salajbo01,Bohumil,Salajka)
(salakal01,Alexander,Salak)
(salcibr01,Brian,Salcido)
(saleiru01,Ruslan,Salei)
(salesdo01,Don,Saleski)
(salmean01,Anssi,Salmela)
(salmeto01,Tony,Salmelainen)
(salmibo01,Borje,Salming)
(saloman01,Andreas,Salomonsson)
(salosa01,Sami,Salo)
(saloto01,Tommy,Salo)
(salovba01,Barry,Salovaara)
(salvabr01,Bryce,Salvador)
(salvida01,Dave,Salvian)
(samisph01,Phil,Samis)
(sampsga01,Gary,Sampson)
(samsoje01,Jerome,Samson)
(samsose01,Sergei,Samsonov)
(samuekj01,Kjell,Samuelsson)
(samuema01,Martin,Samuelsson)
(samuemi01,Mikael,Samuelsson)
(samueul01,Ulf,Samuelsson)
(sandbca01,Cal,Sandbeck)
(sandede01,Derek,Sanderson)
(sandefr01,Frank,Sanders)
(sandege01,Geoff,Sanderson)
(sandesc01,Scott,Sandelin)
(sandfed01,Ed,Sandford)
(sandlji01,Jim,Sandlak)
(sandsch01,Charlie,Sands)
(sandsmi01,Mike,Sands)
(sandsto01,Tomas,Sandstrom)
(sandwte01,Terran,Sandwith)
(sanfocu01,Curtis,Sanford)
(sangubo01,Bobby,Sanguinetti)
(sanipev01,Everett,Sanipass)
(santato01,Tommi,Santala)
(santomi01,Mike,Santorelli)
(sanzani01,Nick,Sanza)
(sapryol01,Oleg,Saprykin)
(sarauyv01,Yves,Sarault)
(sargega01,Gary,Sargent)
(saricco01,Cory,Sarich)
(sarjege01,Geoff,Sarjeant)
(sarnecr01,Craig,Sarner)
(sarnope01,Peter,Sarno)
(sarradi01,Dick,Sarrazin)
(sasakfr01,Fred,Sasakamoose)
(sassegr01,Grant,Sasser)
(satanmi01,Miroslav,Satan)
(sathegl01,Glen,Sather)
(sauerku01,Kurt,Sauer)
(sauermi01,Michael,Sauer)
(saundbe01,Bernie,Saunders)
(saundda01,David,Saunders)
(saundte01,Ted,Saunders)
(sauvebo01,Bob,Sauve)
(sauveje01,Jean-Francois,Sauve)
(sauvema01,Max,Sauve)
(sauveph01,Philippe,Sauve)
(sauveya01,Yann,Sauve)
(savagan01,Andre,Savage)
(savagbr01,Brian,Savage)
(savagjo01,Joel,Savage)
(savagre01,Reggie,Savage)
(savagto01,Tony,Savage)
(savaran01,Andre,Savard)
(savarda01,David,Savard)
(savarde01,Denis,Savard)
(savarje01,Jean,Savard)
(savarjo01,Joseph,Savard)
(savarma01,Marc,Savard)
(savarse01,Serge,Savard)
(savoiry01,Ryan,Savoia)
(sawadra01,Raymond,Sawada)
(sawchte01,Terry,Sawchuk)
(sawyeke01,Kevin,Sawyer)
(sbisalu01,Luca,Sbisa)
(scamupe01,Peter,Scamurra)
(scandma01,Marco,Scandella)
(scatcda01,Dave,Scatchard)
(scevico01,Colton,Sceviour)
(scevida01,Darin,Sceviour)
(schaebu01,Butch,Schaeffer)
(schaejo01,Joe,Schaefer)
(schaeno01,Nolan,Schaefer)
(schaepe01,Peter,Schaefer)
(schafpa01,Paxton,Schafer)
(schamke01,Kevin,Schamehorn)
(scharte01,Ted,Scharf)
(schaspe01,Petr,Schastlivy)
(scheima01,Mark,Scheifele)
(scheljo01,John,Schella)
(schenbr01,Brayden,Schenn)
(schenlu01,Luke,Schenn)
(scherch01,Chuck,Scherza)
(schinke01,Ken,Schinkel)
(schlebr01,Brad,Schlegel)
(schleda01,Dave,Schlemko)
(schlian01,Andy,Schliebener)
(schmabo01,Bobby,Schmautz)
(schmacl01,Cliff,Schmautz)
(schmich01,Chris,Schmidt)
(schmicl01,Clarence,Schmidt)
(schmija01,Jackie,Schmidt)
(schmimi01,Milt,Schmidt)
(schmino01,Norm,Schmidt)
(schmiot01,Otto,Schmidt)
(schnaro01,Robert,Schnabel)
(schnawe01,Werner,Schnarr)
(schnean01,Andy,Schneider)
(schnebu01,Buzz,Schneider)
(schneco01,Cory,Schneider)
(schnema01,Mathieu,Schneider)
(schocda01,Danny,Schock)
(schocro01,Ron,Schock)
(schoeji01,Jim,Schoenfeld)
(schofdw01,Dwight,Schofield)
(schraji01,Jim,Schraefel)
(schrero01,Rob,Schremp)
(schrewa01,Wally,Schreiber)
(schrisw01,Sweeney,Schriner)
(schubch01,Christoph,Schubert)
(schulda01,Dave,Schultz)
(schulje01,Jesse,Schultz)
(schulje02,Jeff,Schultz)
(schulni01,Nick,Schultz)
(schulpa01,Paxton,Schulte)
(schulra01,Ray,Schultz)
(schurma01,Maynard,Schurman)
(schutro01,Rod,Schutt)
(schwaco01,Corey,Schwab)
(schwaja01,Jaden,Schwartz)
(schwama01,Marek,Schwarz)
(scisssc01,Scott,Scissons)
(sclisen01,Enio,Sclisizzi)
(scottga01,Ganton,Scott)
(scottha01,Harry,Scott)
(scottjo01,John,Scott)
(scottla01,Laurie,Scott)
(scottri01,Richard,Scott)
(scottro01,Ron,Scott)
(scotttr01,Travis,Scott)
(scovida01,Darrel,Scoville)
(scremcl01,Claudio,Scremin)
(scrivbe01,Ben,Scrivens)
(scrutho01,Howard,Scruton)
(scudero01,Rob,Scuderi)
(seaboji01,Jim,Seaborn)
(seabrbr01,Brent,Seabrook)
(seabrgl01,Glen,Seabrooke)
(secoral01,Al,Secord)
(sedinda01,Daniel,Sedin)
(sedinhe01,Henrik,Sedin)
(sedlbro01,Ron,Sedlbauer)
(seftest01,Steve,Seftel)
(segalbr01,Brandon,Segal)
(seguida01,Dan,Seguin)
(seguipa01,Pat,Seguin)
(seguist01,Steve,Seguin)
(seguity01,Tyler,Seguin)
(seibeea01,Earl,Seibert)
(seidede01,Dennis,Seidenberg)
(seiliri01,Ric,Seiling)
(seiliro01,Rod,Seiling)
(sejbaji01,Jiri,Sejba)
(sejnape01,Peter,Sejna)
(sekeran01,Andrej,Sekera)
(sekerlu01,Lubomir,Sekeras)
(selante01,Teemu,Selanne)
(selbybr01,Brit,Selby)
(selfst01,Steve,Self)
(selival01,Alex,Selivanov)
(sellalu01,Luke,Sellars)
(selmsse01,Sean,Selmser)
(selwobr01,Brad,Selwood)
(semakal01,Alexander,Semak)
(semchbr01,Brandy,Semchuk)
(semenal01,Alexei,Semenov)
(semenan01,Anatoli,Semenov)
(semenda01,Dave,Semenko)
(seminal01,Alexander,Semin)
(semjovl01,Vladimir,Semjonov)
(senicge01,George,Senick)
(sentedi01,Dick,Sentes)
(seppajy01,Jyrki,Seppa)
(serafro01,Ron,Serafini)
(serowje01,Jeff,Serowik)
(servige01,George,Servinis)
(servito01,Tom,Serviss)
(sestiti01,Tim,Sestito)
(sestito01,Tom,Sestito)
(setogde01,Devin,Setoguchi)
(sevcija01,Jaroslav,Sevcik)
(severbr01,Brent,Severyn)
(severca01,Cam,Severson)
(sevigpi01,Pierre,Sevigny)
(sevigri01,Richard,Sevigny)
(sextoda01,Dan,Sexton)
(shacked01,Eddie,Shack)
(shackjo01,Joe,Shack)
(shafrko01,Konstantin,Shafranov)
(shakepa01,Paul,Shakes)
(shaldye01,Yevgeny,Shaldybin)
(shanabr01,Brendan,Shanahan)
(shanase01,Sean,Shanahan)
(shandda01,Dave,Shand)
(shankda01,Daniel,Shank)
(shannch01,Chuck,Shannon)
(shannda01,Darrin,Shannon)
(shannda02,Darryl,Shannon)
(shannge01,Gerry,Shannon)
(shannry01,Ryan,Shannon)
(shantje01,Jeff,Shantz)
(shariva01,Vadim,Sharifijanov)
(sharpgl01,Glen,Sharpley)
(sharpje01,Jeff,Sharples)
(sharpma01,MacGregor,Sharp)
(sharppa01,Patrick,Sharp)
(sharpsc01,Scott,Sharples)
(shattke01,Kevin,Shattenkirk)
(shaunsc01,Scott,Shaunessy)
(shawan01,Andrew,Shaw)
(shawbr01,Brad,Shaw)
(shawda01,David,Shaw)
(shawji01,Jim,Shaw)
(shayno01,Norm,Shay)
(sheahri01,Riley,Sheahan)
(sheapa01,Pat,Shea)
(shearro01,Rob,Shearer)
(shedddo01,Doug,Shedden)
(sheehbo01,Bobby,Sheehan)
(sheehne01,Neil,Sheehy)
(sheehti01,Tim,Sheehy)
(shelljo01,Jody,Shelley)
(sheltdo01,Doug,Shelton)
(sheppfr01,Frank,Sheppard)
(sheppgr01,Gregg,Sheppard)
(sheppja01,James,Sheppard)
(sheppjo01,Johnny,Sheppard)
(sheppra01,Ray,Sheppard)
(sherfjo01,John,Sherf)
(sherijo01,John,Sheridan)
(sherofr01,Fred,Shero)
(sherrgo01,Gordon,Sherritt)
(sherrji01,Jim,Sherrit)
(shervgo01,Gord,Sherven)
(shevaje01,Jeff,Shevalier)
(shewcja01,Jack,Shewchuk)
(shibial01,Alex,Shibicky)
(shielal01,Al,Shields)
(shielst01,Steve,Shields)
(shillbi01,Bill,Shill)
(shillja01,Jack,Shill)
(shinsri01,Rick,Shinske)
(shireji01,Jim,Shires)
(shirose01,Sergei,Shirokov)
(shirtgl01,Glen,Shirton)
(shishti01,Timofei,Shishkanov)
(shmyrjo01,John,Shmyr)
(shmyrpa01,Paul,Shmyr)
(shoebbr01,Bruce,Shoebottom)
(shoreed01,Eddie,Shore)
(shoreha01,Hamby,Shore)
(shortst01,Steve,Short)
(shostmi01,Mikhail,Shostak)
(shtalmi01,Mikhail,Shtalenkov)
(shuchga01,Gary,Shuchuk)
(shudrro01,Ron,Shudra)
(shulmri01,Richard,Shulmistra)
(shuttby01,Byron,Shutt)
(shuttst01,Steve,Shutt)
(shvidde01,Denis,Shvidki)
(sibbeal01,Alva,Sibbetts)
(sicinbo01,Bob,Sicinski)
(sidorpe01,Peter,Sidorkiewicz)
(siebeba01,Babe,Siebert)
(siferja01,Jaime,Sifers)
(sigaljo01,Jordan,Sigalet)
(sigaljo02,Jonathan,Sigalet)
(siklemi01,Mike,Siklenka)
(silfvja01,Jakob,Silfverberg)
(silkda01,Dave,Silk)
(sillimi01,Mike,Sillinger)
(siltami01,Mike,Siltala)
(siltari01,Risto,Siltanen)
(simarma01,Martin,Simard)
(simicro01,Roman,Simicek)
(simjo01,Jon,Sim)
(simmech01,Charlie,Simmer)
(simmoal01,Al,Simmons)
(simmodo01,Don,Simmons)
(simmoga01,Gary,Simmons)
(simmowa01,Wayne,Simmonds)
(simonbe01,Ben,Simon)
(simonch01,Chris,Simon)
(simoncu01,Cully,Simon)
(simonfr01,Frank,Simonetti)
(simonja01,Jason,Simon)
(simonth01,Thain,Simon)
(simonto01,Todd,Simon)
(simpsbo01,Bobby,Simpson)
(simpscl01,Cliff,Simpson)
(simpscr01,Craig,Simpson)
(simpsjo01,Joe,Simpson)
(simpsre01,Reid,Simpson)
(simpsto01,Todd,Simpson)
(simpsto02,Tom,Simpson)
(simsal01,Al,Sims)
(simssh01,Shane,Sims)
(simtr01,Trevor,Sim)
(sinclre01,Reg,Sinclair)
(singbal01,Alex,Singbush)
(sinisil01,Ilkka,Sinisalo)
(sirenvi01,Ville,Siren)
(siroibo01,Bob,Sirois)
(sittlda01,Darryl,Sittler)
(sittlga01,Gary,Sittler)
(sivekmi01,Michal,Sivek)
(sjobela01,Lars-Erik,Sjoberg)
(sjodito01,Tommy,Sjodin)
(sjostfr01,Fredrik,Sjostrom)
(skaarbj01,Bjorn,Skaare)
(skaldja01,Jarrod,Skalde)
(skardra01,Randy,Skarda)
(skidmpa01,Paul,Skidmore)
(skillja01,Jack,Skille)
(skiltra01,Raymie,Skilton)
(skinnal01,Alf,Skinner)
(skinnbr01,Brett,Skinner)
(skinnje01,Jeff,Skinner)
(skinnla01,Larry,Skinner)
(skolnwa01,Wade,Skolney)
(skopian01,Andrei,Skopintsev)
(skorowa01,Warren,Skorodenski)
(skoulma01,Martin,Skoula)
(skovgl01,Glen,Skov)
(skraska01,Karlis,Skrastins)
(skrbepa01,Pavel,Skrbek)
(skrikpe01,Petri,Skriko)
(skrlaro01,Rob,Skrlac)
(skrudbr01,Brian,Skrudland)
(skudrpe01,Peter,Skudra)
(skvoral01,Alexander,Skvortsov)
(slanejo01,John,Slaney)
(slateji01,Jim,Slater)
(slatepe01,Peter,Slater)
(slaviru01,Rudolf,Slavik)
(sleavjo01,John,Sleaver)
(sleepmi01,Mike,Sleep)
(slegrji01,Jiri,Slegr)
(sleiglo01,Louis,Sleigher)
(slitcmi01,Mikhail,Slitchenko)
(sloanbl01,Blake,Sloan)
(sloanda01,David,Sloane)
(sloanto01,Tod,Sloan)
(sloanty01,Tyler,Sloan)
(slobope01,Peter,Slobodian)
(slowied01,Ed,Slowinski)
(slyda01,Darryl,Sly)
(smabyma01,Matt,Smaby)
(smaildo01,Doug,Smail)
(smailwa01,Walt,Smaill)
(smartal01,Alex,Smart)
(smedsda01,Dale,Smedsmo)
(smehlri01,Richard,Smehlik)
(smidla01,Ladislav,Smid)
(smilldo01,Don,Smillie)
(smirnal01,Alexei,Smirnov)
(smithal01,Alex,Smith)
(smithal02,Al,Smith)
(smithar01,Art,Smith)
(smithba01,Barry,Smith)
(smithbe01,Ben,Smith)
(smithbi01,Billy,Smith)
(smithbo01,Bobby,Smith)
(smithbr01,Brian,Smith)
(smithbr02,Brian,Smith)
(smithbr03,Brad,Smith)
(smithbr04,Brandon,Smith)
(smithbr05,Brendan,Smith)
(smithca01,Carl,Smith)
(smithcl01,Clint,Smith)
(smithcr01,Craig,Smith)
(smithda01,Dallas,Smith)
(smithda02,Dan,Smith)
(smithde01,Des,Smith)
(smithde02,Derek,Smith)
(smithde03,Derrick,Smith)
(smithde04,Dennis,Smith)
(smithde05,Derek,Smith)
(smithde06,Devante,Smith-Pelly)
(smithdj01,D.J.,Smith)
(smithdo01,Don,Smith)
(smithdo02,Don,Smith)
(smithdo03,Doug,Smith)
(smithfl01,Floyd,Smith)
(smithfo01,Foxy,Smith)
(smithga01,Gary,Smith)
(smithge01,Geoff,Smith)
(smithgl01,Glenn,Smith)
(smithgl02,Glen,Smith)
(smithgo01,Gord,Smith)
(smithgr01,Greg,Smith)
(smithgu01,Guy,Smith)
(smithgu02,Guy,Smith)
(smithha01,Harry,Smith)
(smithho01,Hooley,Smith)
(smithja01,Jason,Smith)
(smithje01,Jerred,Smithson)
(smithke01,Ken,Smith)
(smithma01,Mark,Smith)
(smithmi02,Mike,Smith)
(smithna01,Nakina,Smith)
(smithna02,Nathan,Smith)
(smithni01,Nick,Smith)
(smithno01,Normie,Smith)
(smithra01,Randy,Smith)
(smithre01,Reilly,Smith)
(smithri01,Rick,Smith)
(smithro01,Rodger,Smith)
(smithro02,Ron,Smith)
(smithro03,Ross,Smith)
(smithro04,Rod,Smith)
(smithsi01,Sid,Smith)
(smithst01,Stan,Smith)
(smithst02,Stu,Smith)
(smithst03,Stu,Smith)
(smithst04,Steve,Smith)
(smithst05,Steve,Smith)
(smithto01,Tommy,Smith)
(smithtr01,Trevor,Smith)
(smithve01,Vern,Smith)
(smithwa01,Wayne,Smith)
(smithwy01,Wyatt,Smith)
(smithza01,Zack,Smith)
(smolera01,Radek,Smolenak)
(smolibr01,Bryan,Smolinski)
(smrekpe01,Peter,Smrek)
(smrkejo01,John,Smrke)
(smrkest01,Stan,Smrke)
(smyliro01,Rod,Smylie)
(smylst01,Stan,Smyl)
(smythbr01,Brad,Smyth)
(smythgr01,Greg,Smyth)
(smythke01,Kevin,Smyth)
(smythry01,Ryan,Smyth)
(sneddbo01,Bob,Sneddon)
(sneepca01,Carl,Sneep)
(snellch01,Chris,Snell)
(snellro01,Ron,Snell)
(snellte01,Ted,Snell)
(snepsha01,Harold,Snepsts)
(snowga01,Garth,Snow)
(snowsa01,Sandy,Snow)
(snuggda01,Dave,Snuggerud)
(snydeda01,Dan,Snyder)
(sobchde01,Dennis,Sobchuk)
(sobchge01,Gene,Sobchuk)
(sobotvl01,Vladimir,Sobotka)
(soderto01,Tommy,Soderstrom)
(soetado01,Doug,Soetaert)
(solheke01,Ken,Solheim)
(solinbo01,Bob,Solinger)
(somerar01,Art,Somers)
(somikra01,Radovan,Somik)
(sommero01,Roy,Sommer)
(songito01,Tom,Songin)
(sonmogl01,Glen,Sonmor)
(sonnema01,Martin,Sonnenberg)
(sopelbr01,Brent,Sopel)
(sorocle01,Lee,Sorochan)
(sorrejo01,John,Sorrell)
(soucych01,Christian,Soucy)
(sourash01,Sheldon,Souray)
(spaceja01,Jaroslav,Spacek)
(spalini01,Nick,Spaling)
(spanhma01,Martin,Spanhel)
(sparrem01,Emory,Sparrow)
(speckbi01,Bill,Speck)
(speckfr01,Fred,Speck)
(speerbi01,Bill,Speer)
(speerte01,Ted,Speers)
(spencbr01,Brian,Spencer)
(spencgo01,Gordon,Spence)
(spencir01,Irv,Spencer)
(speyech01,Chris,Speyer)
(spezzja01,Jason,Spezza)
(spillma01,Matthew,Spiller)
(spiriva01,Vasili,Spiridinov)
(spoonre01,Red,Spooner)
(sprinco01,Corey,Spring)
(sprinda01,Dan,Spring)
(sprindo01,Don,Spring)
(sprinfr01,Frank,Spring)
(sprinje01,Jesse,Spring)
(sprucan01,Andy,Spruce)
(sprukja01,Janis,Sprukts)
(spurgja01,Jared,Spurgeon)
(srsento01,Tomas,Srsen)
(staaler01,Eric,Staal)
(staaljo01,Jordan,Staal)
(staalma01,Marc,Staal)
(stackro01,Ron,Stackhouse)
(stackte01,Ted,Stackhouse)
(staffdr01,Drew,Stafford)
(staffga01,Garrett,Stafford)
(stahabu01,Butch,Stahan)
(staiost01,Steve,Staios)
(stajama01,Matt,Stajan)
(stajdni01,Nick,Stajduhar)
(stalbvi01,Viktor,Stalberg)
(staleal01,Al,Staley)
(staloal01,Alex,Stalock)
(stamkst01,Steven,Stamkos)
(stamllo01,Lorne,Stamler)
(stamoma01,Martin,St. Amour)
(stanara01,Rastislav,Stana)
(standge01,George,Standing)
(stanffr01,Fred,Stanfield)
(stanfja01,Jack,Stanfield)
(stanfji01,Jim,Stanfield)
(stanied01,Ed,Staniowski)
(stanked01,Ed,Stankiewicz)
(stankmy01,Myron,Stankiewicz)
(stanlal01,Allan,Stanley)
(stanlba01,Barney,Stanley)
(stanlda01,Daryl,Stanley)
(stanowa01,Wally,Stanowski)
(stantpa01,Paul,Stanton)
(staplbr01,Brian,Stapleton)
(staplmi01,Mike,Stapleton)
(staplpa01,Pat,Stapleton)
(staplti01,Tim,Stapleton)
(starise01,Sergei,Starikov)
(starrha01,Harold,Starr)
(starrwi01,Wilf,Starr)
(stasivi01,Vic,Stasiuk)
(stastan01,Anton,Stastny)
(stastma01,Marian,Stastny)
(stastpa01,Paul,Stastny)
(stastpe01,Peter,Stastny)
(stastya01,Yan,Stastny)
(staszra01,Ray,Staszak)
(staubbr01,Brad,Staubitz)
(staubro01,Robb,Stauber)
(staveer01,Ernie,Staveneau)
(stcrori01,Rick,St. Croix)
(stdenfr01,Frederic,St-Denis)
(steckda01,Dave,Steckel)
(steelbi01,Bill,Steele)
(steelfr01,Frank,Steele)
(steenal01,Alex,Steen)
(steenan01,Anders,Steen)
(steenth01,Thomas,Steen)
(stefabu01,Bud,Stefanski)
(stefagr01,Greg,Stefan)
(stefamo01,Morris,Stefaniw)
(stefapa01,Patrik,Stefan)
(steinph01,Phil,Stein)
(stemkpe01,Pete,Stemkowski)
(stemple01,Lee,Stempniak)
(stenlve01,Vern,Stenlund)
(stepade01,Derek,Stepan)
(stephbo01,Bob,Stephenson)
